target_radius_m,external_n15_fraction,event,input_mev_per_initial_unit,input_mev_per_completion,cold_work_to_trigger_mev_per_initial_unit,remaining_kinetic_margin_mev_per_initial_unit,trigger_energy_mev_per_initial_unit,trigger_compression_ratio,maximum_compression_ratio,stagnation_radius_m,stagnation_temperature_keV,completion_at_stagnation,completion_after_half_density_expansion,mixed_n15_burn_after_expansion,extent_n15_p_a_c12,extent_c12_p_g_n13,extent_c13_a_n_o16,extent_o16_p_g_f17,extent_o17_p_a_n14,extent_n14_p_g_o15,energy_residual_fraction,initial_mass_amu_per_unit
550.0,0.95,oven-2-c13-to-f17,1.6305916100992435,2.753860612231076,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1205921.1407439301,5.1672132667015545,184.93338534737237,0.18541550660954728,0.5921111630912207,0.0,0.0,0.0,0.9992510045141023,0.5921111630912207,0.0,0.0,3.080881862319634e-07,18.0
550.0,0.95,oven-3-o17-to-o15,0.7571355606372844,1.2353269517020689,0.27810284048159684,0.2,0.27903272015568753,300000.0,484386.2607124083,7.003235822799934,32.492709291108866,0.0010308672526200546,0.6129029724431102,0.0,0.0,0.0,0.0,0.0,1.0000000000062552,0.6129029724431102,1.2092643904077183e-06,19.0
550.0,0.98,oven-1-c12-to-n13,0.521574070492706,0.5607811729421562,0.09703861378497386,0.2,0.22453545670773212,100000.0,185754.09116403508,9.639397587477996,63.16222480250966,0.1837215066697079,0.9300848453172047,1.000000081157846,0.020000001623156936,0.9300848453172047,0.0,0.0,0.0,0.0,-4.11023693238064e-08,13.08
550.0,0.98,oven-2-c13-to-f17,1.6305916100992435,2.753860612231076,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1205921.1407439301,5.1672132667015545,184.93338534737237,0.18541550660954728,0.5921111630912207,0.0,0.0,0.0,0.9992510045141023,0.5921111630912207,0.0,0.0,3.080881862319634e-07,18.0
550.0,0.98,oven-3-o17-to-o15,0.7571355606372844,1.2353269517020689,0.27810284048159684,0.2,0.27903272015568753,300000.0,484386.2607124083,7.003235822799934,32.492709291108866,0.0010308672526200546,0.6129029724431102,0.0,0.0,0.0,0.0,0.0,1.0000000000062552,0.6129029724431102,1.2092643904077183e-06,19.0
550.0,1.0,oven-1-c12-to-n13,0.6578482643667165,0.7011124865878622,0.09651493445233744,0.2,0.36133332991437905,100000.0,172528.26618890732,9.879673752656704,108.15917516175145,0.5104655282010433,0.9382920386545934,0.0,0.0,0.9382920386545934,0.0,0.0,0.0,0.0,7.477465498604858e-07,13.0
550.0,1.0,oven-2-c13-to-f17,1.6305916100992435,2.753860612231076,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1205921.1407439301,5.1672132667015545,184.93338534737237,0.18541550660954728,0.5921111630912207,0.0,0.0,0.0,0.9992510045141023,0.5921111630912207,0.0,0.0,3.080881862319634e-07,18.0
550.0,1.0,oven-3-o17-to-o15,0.7571355606372844,1.2353269517020689,0.27810284048159684,0.2,0.27903272015568753,300000.0,484386.2607124083,7.003235822799934,32.492709291108866,0.0010308672526200546,0.6129029724431102,0.0,0.0,0.0,0.0,0.0,1.0000000000062552,0.6129029724431102,1.2092643904077183e-06,19.0
600.0,0.85,oven-1-c12-to-n13,0.24809409755861345,0.2686402458358496,0.10044299625363186,0.05,0.09765110130498157,100000.0,140774.36257482675,11.533914486962665,16.190573464857177,1.0327210209045011e-05,0.9235179814055459,1.0000000036886028,0.15000000055329044,0.9235179814055459,0.0,0.0,0.0,0.0,1.543410274848898e-07,13.6
600.0,0.85,oven-2-c13-to-f17,1.6305916100992435,2.6293334773337067,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1201851.905187859,5.6433146421352705,186.13342123505495,0.21305801201973873,0.6201539759622868,0.0,0.0,0.0,0.9993452961624739,0.6201539759622868,0.0,0.0,2.1024394917898925e-07,18.0
600.0,0.85,oven-3-o17-to-o15,0.7571355606372844,1.170738044990972,0.27810284048159684,0.2,0.27903272015568753,300000.0,483968.9576543505,7.642088831150281,33.807650578250566,0.0014671666976377184,0.6467164570902135,0.0,0.0,0.0,0.0,0.0,1.0000000000090115,0.6467164570902135,6.567067550224454e-07,19.0
600.0,0.9,oven-1-c12-to-n13,0.2451365462714011,0.28902807829143834,0.09913352545728181,0.05,0.0960030208141193,100000.0,141750.15508742692,11.507387456586862,13.918147416087615,6.945906780287959e-06,0.8481409409096244,1.0000000036152865,0.10000000036152863,0.8481409409096244,0.0,0.0,0.0,0.0,7.918506175847577e-07,13.4
600.0,0.9,oven-2-c13-to-f17,1.6305916100992435,2.6293334773337067,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1201851.905187859,5.6433146421352705,186.13342123505495,0.21305801201973873,0.6201539759622868,0.0,0.0,0.0,0.9993452961624739,0.6201539759622868,0.0,0.0,2.1024394917898925e-07,18.0
600.0,0.9,oven-3-o17-to-o15,0.7571355606372844,1.170738044990972,0.27810284048159684,0.2,0.27903272015568753,300000.0,483968.9576543505,7.642088831150281,33.807650578250566,0.0014671666976377184,0.6467164570902135,0.0,0.0,0.0,0.0,0.0,1.0000000000090115,0.6467164570902135,6.567067550224454e-07,19.0
600.0,0.95,oven-1-c12-to-n13,0.39217908858899686,0.4125465654058054,0.09782416975778435,0.2,0.09435491883121247,100000.0,257177.1294008269,9.43496881188452,73.73635236596337,0.2684187261906041,0.9506298718139276,1.0000000131566007,0.05000000065783008,0.9506298718139276,0.0,0.0,0.0,0.0,4.782200404385977e-07,13.2
600.0,0.95,oven-2-c13-to-f17,1.6305916100992435,2.6293334773337067,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1201851.905187859,5.6433146421352705,186.13342123505495,0.21305801201973873,0.6201539759622868,0.0,0.0,0.0,0.9993452961624739,0.6201539759622868,0.0,0.0,2.1024394917898925e-07,18.0
600.0,0.95,oven-3-o17-to-o15,0.7571355606372844,1.170738044990972,0.27810284048159684,0.2,0.27903272015568753,300000.0,483968.9576543505,7.642088831150281,33.807650578250566,0.0014671666976377184,0.6467164570902135,0.0,0.0,0.0,0.0,0.0,1.0000000000090115,0.6467164570902135,6.567067550224454e-07,19.0
600.0,0.98,oven-1-c12-to-n13,0.521574070492706,0.5557813366518347,0.09703861378497386,0.2,0.22453545670773212,100000.0,185096.2637219209,10.528149248542451,71.04290200693893,0.2456762705766384,0.9384519344150672,1.000000002897072,0.020000000057941458,0.9384519344150672,0.0,0.0,0.0,0.0,2.5971893536151514e-07,13.08
600.0,0.98,oven-2-c13-to-f17,1.6305916100992435,2.6293334773337067,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1201851.905187859,5.6433146421352705,186.13342123505495,0.21305801201973873,0.6201539759622868,0.0,0.0,0.0,0.9993452961624739,0.6201539759622868,0.0,0.0,2.1024394917898925e-07,18.0
600.0,0.98,oven-3-o17-to-o15,0.7571355606372844,1.170738044990972,0.27810284048159684,0.2,0.27903272015568753,300000.0,483968.9576543505,7.642088831150281,33.807650578250566,0.0014671666976377184,0.6467164570902135,0.0,0.0,0.0,0.0,0.0,1.0000000000090115,0.6467164570902135,6.567067550224454e-07,19.0
600.0,1.0,oven-1-c12-to-n13,0.6578482643667165,0.696356502144364,0.09651493445233744,0.2,0.36133332991437905,100000.0,171692.13051543856,10.795293486470582,117.83761250335733,0.5886699858176354,0.9447003974845284,0.0,0.0,0.9447003974845284,0.0,0.0,0.0,0.0,1.7757148351268922e-07,13.0
600.0,1.0,oven-2-c13-to-f17,1.6305916100992435,2.6293334773337067,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1201851.905187859,5.6433146421352705,186.13342123505495,0.21305801201973873,0.6201539759622868,0.0,0.0,0.0,0.9993452961624739,0.6201539759622868,0.0,0.0,2.1024394917898925e-07,18.0
600.0,1.0,oven-3-o17-to-o15,0.7571355606372844,1.170738044990972,0.27810284048159684,0.2,0.27903272015568753,300000.0,483968.9576543505,7.642088831150281,33.807650578250566,0.0014671666976377184,0.6467164570902135,0.0,0.0,0.0,0.0,0.0,1.0000000000090115,0.6467164570902135,6.567067550224454e-07,19.0
700.0,0.85,oven-1-c12-to-n13,0.24809409755861345,0.2646429209673573,0.10044299625363186,0.05,0.09765110130498157,100000.0,140545.84053589433,13.463522722059603,62.82005967809035,0.013652237675114115,0.9374673490292035,1.00000010753968,0.15000001613095204,0.9374673490292035,0.0,0.0,0.0,0.0,3.9456793135920823e-07,13.6
700.0,0.85,oven-2-c13-to-f17,1.6305916100992435,2.444141569558467,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1194587.0209344428,6.597186719657977,188.34550987525853,0.2650265381437508,0.6671428653757601,0.0,0.0,0.0,0.9994821671285994,0.6671428653757601,0.0,0.0,2.901054521743817e-07,18.0
700.0,0.85,oven-3-o17-to-o15,0.7571355606372844,1.086183202291774,0.27810284048159684,0.2,0.27903272015568753,300000.0,483030.50134599995,8.921540572209414,40.81110541499662,0.0036970073177354187,0.6970606422929199,0.0,0.0,0.0,0.0,0.0,1.0000000000044962,0.6970606422929199,-6.5835700211484e-06,19.0
700.0,0.9,oven-1-c12-to-n13,0.2451365462714011,0.2706811441625895,0.09913352545728181,0.05,0.0960030208141193,100000.0,141653.06158799498,13.42835203753671,14.393282331603766,9.141755619279104e-06,0.9056284545781123,1.0000000057045095,0.10000000057045093,0.9056284545781123,0.0,0.0,0.0,0.0,1.996860241852447e-07,13.4
700.0,0.9,oven-2-c13-to-f17,1.6305916100992435,2.444141569558467,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1194587.0209344428,6.597186719657977,188.34550987525853,0.2650265381437508,0.6671428653757601,0.0,0.0,0.0,0.9994821671285994,0.6671428653757601,0.0,0.0,2.901054521743817e-07,18.0
700.0,0.9,oven-3-o17-to-o15,0.7571355606372844,1.086183202291774,0.27810284048159684,0.2,0.27903272015568753,300000.0,483030.50134599995,8.921540572209414,40.81110541499662,0.0036970073177354187,0.6970606422929199,0.0,0.0,0.0,0.0,0.0,1.0000000000044962,0.6970606422929199,-6.5835700211484e-06,19.0
700.0,0.95,oven-1-c12-to-n13,0.39217908858899686,0.4087090514220823,0.09782416975778435,0.2,0.09435491883121247,100000.0,253648.35440159414,11.0582742642223,98.91366791602074,0.4633445498986977,0.9595556722427109,1.0000000001179936,0.05000000000589973,0.9595556722427109,0.0,0.0,0.0,0.0,5.0616615132857e-07,13.2
700.0,0.95,oven-2-c13-to-f17,1.6305916100992435,2.444141569558467,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1194587.0209344428,6.597186719657977,188.34550987525853,0.2650265381437508,0.6671428653757601,0.0,0.0,0.0,0.9994821671285994,0.6671428653757601,0.0,0.0,2.901054521743817e-07,18.0
700.0,0.95,oven-3-o17-to-o15,0.7571355606372844,1.086183202291774,0.27810284048159684,0.2,0.27903272015568753,300000.0,483030.50134599995,8.921540572209414,40.81110541499662,0.0036970073177354187,0.6970606422929199,0.0,0.0,0.0,0.0,0.0,1.0000000000044962,0.6970606422929199,-6.5835700211484e-06,19.0
700.0,0.98,oven-1-c12-to-n13,0.521574070492706,0.5489234330715914,0.09703861378497386,0.2,0.22453545670773212,100000.0,183744.63437234974,12.312884852415927,92.78704926257915,0.4143706599563819,0.9501763617088679,1.0000000464016126,0.02000000092803227,0.9501763617088679,0.0,0.0,0.0,0.0,4.4030473233331573e-07,13.08
700.0,0.98,oven-2-c13-to-f17,1.6305916100992435,2.444141569558467,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1194587.0209344428,6.597186719657977,188.34550987525853,0.2650265381437508,0.6671428653757601,0.0,0.0,0.0,0.9994821671285994,0.6671428653757601,0.0,0.0,2.901054521743817e-07,18.0
700.0,0.98,oven-3-o17-to-o15,0.7571355606372844,1.086183202291774,0.27810284048159684,0.2,0.27903272015568753,300000.0,483030.50134599995,8.921540572209414,40.81110541499662,0.0036970073177354187,0.6970606422929199,0.0,0.0,0.0,0.0,0.0,1.0000000000044962,0.6970606422929199,-6.5835700211484e-06,19.0
700.0,1.0,oven-1-c12-to-n13,0.6578482643667165,0.6894597023033252,0.09651493445233744,0.2,0.36133332991437905,100000.0,169991.55089087354,12.636367890513649,131.45617283766066,0.6981768057710869,0.9541504197692741,0.0,0.0,0.9541504197692741,0.0,0.0,0.0,0.0,1.0440831754069024e-07,13.0
700.0,1.0,oven-2-c13-to-f17,1.6305916100992435,2.444141569558467,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1194587.0209344428,6.597186719657977,188.34550987525853,0.2650265381437508,0.6671428653757601,0.0,0.0,0.0,0.9994821671285994,0.6671428653757601,0.0,0.0,2.901054521743817e-07,18.0
700.0,1.0,oven-3-o17-to-o15,0.7571355606372844,1.086183202291774,0.27810284048159684,0.2,0.27903272015568753,300000.0,483030.50134599995,8.921540572209414,40.81110541499662,0.0036970073177354187,0.6970606422929199,0.0,0.0,0.0,0.0,0.0,1.0000000000044962,0.6970606422929199,-6.5835700211484e-06,19.0
800.0,0.85,oven-1-c12-to-n13,0.24809409755861345,0.2619991042814885,0.10044299625363186,0.05,0.09765110130498157,100000.0,140090.89869346577,15.403521291483047,72.20721696602735,0.09195044369363371,0.9469272738126017,1.000000003146986,0.15000000047204792,0.9469272738126017,0.0,0.0,0.0,0.0,2.935399357880147e-07,13.6
800.0,0.85,oven-2-c13-to-f17,1.6305916100992435,2.3137962385718027,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1188310.5067598538,7.552893158358246,190.34610313309437,0.3126207348032698,0.7047256724324743,0.0,0.0,0.0,0.9995756886404724,0.7047256724324743,0.0,0.0,3.7966551471048794e-07,18.0
800.0,0.85,oven-3-o17-to-o15,0.7571355606372844,1.0321553158223484,0.27810284048159684,0.2,0.27903272015568753,300000.0,481663.1501436436,10.205685472883468,98.74136428792784,0.05067634592539273,0.7335480901283276,0.0,0.0,0.0,0.0,0.0,1.0000000025457538,0.7335480901283276,6.83287358714371e-07,19.0
800.0,0.9,oven-1-c12-to-n13,0.2451365462714011,0.2640327762583845,0.09913352545728181,0.05,0.0960030208141193,100000.0,141545.92460096613,15.3505590674735,15.086992833748308,1.2084011853685026e-05,0.9284322565752542,1.000000004901802,0.10000000049018018,0.9284322565752542,0.0,0.0,0.0,0.0,1.725539167443626e-07,13.4
800.0,0.9,oven-2-c13-to-f17,1.6305916100992435,2.3137962385718027,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1188310.5067598538,7.552893158358246,190.34610313309437,0.3126207348032698,0.7047256724324743,0.0,0.0,0.0,0.9995756886404724,0.7047256724324743,0.0,0.0,3.7966551471048794e-07,18.0
800.0,0.9,oven-3-o17-to-o15,0.7571355606372844,1.0321553158223484,0.27810284048159684,0.2,0.27903272015568753,300000.0,481663.1501436436,10.205685472883468,98.74136428792784,0.05067634592539273,0.7335480901283276,0.0,0.0,0.0,0.0,0.0,1.0000000025457538,0.7335480901283276,6.83287358714371e-07,19.0
800.0,0.95,oven-1-c12-to-n13,0.3346617818057829,0.3914619420464166,0.09782416975778432,0.01,0.22683761204799857,100000.0,103047.84045795847,17.063849892362303,40.40363014537279,0.021019392494792257,0.8549024716331204,1.0000000297942562,0.05000000148971285,0.8549024716331204,0.0,0.0,0.0,0.0,1.9593637142894565e-07,13.2
800.0,0.95,oven-2-c13-to-f17,1.6305916100992435,2.3137962385718027,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1188310.5067598538,7.552893158358246,190.34610313309437,0.3126207348032698,0.7047256724324743,0.0,0.0,0.0,0.9995756886404724,0.7047256724324743,0.0,0.0,3.7966551471048794e-07,18.0
800.0,0.95,oven-3-o17-to-o15,0.7571355606372844,1.0321553158223484,0.27810284048159684,0.2,0.27903272015568753,300000.0,481663.1501436436,10.205685472883468,98.74136428792784,0.05067634592539273,0.7335480901283276,0.0,0.0,0.0,0.0,0.0,1.0000000025457538,0.7335480901283276,6.83287358714371e-07,19.0
800.0,0.98,oven-1-c12-to-n13,0.521574070492706,0.5444108578735006,0.09703861378497386,0.2,0.22453545670773212,100000.0,182336.59748208654,14.107997419228777,113.40705135128486,0.5766634717678308,0.9580522925828548,1.000001080161281,0.02000002160322564,0.9580522925828548,0.0,0.0,0.0,0.0,5.252681946091663e-07,13.08
800.0,0.98,oven-2-c13-to-f17,1.6305916100992435,2.3137962385718027,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1188310.5067598538,7.552893158358246,190.34610313309437,0.3126207348032698,0.7047256724324743,0.0,0.0,0.0,0.9995756886404724,0.7047256724324743,0.0,0.0,3.7966551471048794e-07,18.0
800.0,0.98,oven-3-o17-to-o15,0.7571355606372844,1.0321553158223484,0.27810284048159684,0.2,0.27903272015568753,300000.0,481663.1501436436,10.205685472883468,98.74136428792784,0.05067634592539273,0.7335480901283276,0.0,0.0,0.0,0.0,0.0,1.0000000025457538,0.7335480901283276,6.83287358714371e-07,19.0
800.0,1.0,oven-1-c12-to-n13,0.6578482643667165,0.6846846326798651,0.09651493445233744,0.2,0.36133332991437905,100000.0,168317.3186218094,14.489288248600845,139.94366262054945,0.7660458919688835,0.9608047748813775,0.0,0.0,0.9608047748813775,0.0,0.0,0.0,0.0,-4.1191175515355985e-09,13.0
800.0,1.0,oven-2-c13-to-f17,1.6305916100992435,2.3137962385718027,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1188310.5067598538,7.552893158358246,190.34610313309437,0.3126207348032698,0.7047256724324743,0.0,0.0,0.0,0.9995756886404724,0.7047256724324743,0.0,0.0,3.7966551471048794e-07,18.0
800.0,1.0,oven-3-o17-to-o15,0.7571355606372844,1.0321553158223484,0.27810284048159684,0.2,0.27903272015568753,300000.0,481663.1501436436,10.205685472883468,98.74136428792784,0.05067634592539273,0.7335480901283276,0.0,0.0,0.0,0.0,0.0,1.0000000025457538,0.7335480901283276,6.83287358714371e-07,19.0
1000.0,0.85,oven-1-c12-to-n13,0.24809409755861345,0.25867895267667984,0.10044299625363186,0.05,0.09765110130498157,100000.0,138799.0798764954,19.313951550320347,100.0555682418321,0.3209532141307106,0.9590811119012984,1.000000003714532,0.15000000055717982,0.9590811119012984,0.0,0.0,0.0,0.0,1.770122714760287e-07,13.6
1000.0,0.85,oven-2-c13-to-f17,1.6305916100992435,2.1439810899556964,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1178026.2363024103,9.468510803358615,193.81538938854425,0.3956094135137166,0.7605438395601419,0.0,0.0,0.0,0.9996932690949282,0.7605438395601419,0.0,0.0,5.371832190377143e-07,18.0
1000.0,0.85,oven-3-o17-to-o15,0.7571355606372844,0.9657201457331966,0.27810284048159684,0.2,0.27903272015568753,300000.0,476983.61102842714,12.798689830557679,136.20619718632295,0.17751624170404934,0.7840113556525735,0.0,0.0,0.0,0.0,0.0,1.0000000000001283,0.7840113556525735,1.265494721813137e-06,19.0
1000.0,0.9,oven-1-c12-to-n13,0.2451365462714011,0.25799010019634155,0.09913352545728181,0.05,0.0960030208141193,100000.0,141284.19977292858,19.20004005032764,21.461622941169356,3.014622711960884e-05,0.9501781118145296,1.0000001409610282,0.10000001409610279,0.9501781118145296,0.0,0.0,0.0,0.0,2.8018692682627163e-07,13.4
1000.0,0.9,oven-2-c13-to-f17,1.6305916100992435,2.1439810899556964,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1178026.2363024103,9.468510803358615,193.81538938854425,0.3956094135137166,0.7605438395601419,0.0,0.0,0.0,0.9996932690949282,0.7605438395601419,0.0,0.0,5.371832190377143e-07,18.0
1000.0,0.9,oven-3-o17-to-o15,0.7571355606372844,0.9657201457331966,0.27810284048159684,0.2,0.27903272015568753,300000.0,476983.61102842714,12.798689830557679,136.20619718632295,0.17751624170404934,0.7840113556525735,0.0,0.0,0.0,0.0,0.0,1.0000000000001283,0.7840113556525735,1.265494721813137e-06,19.0
1000.0,0.95,oven-1-c12-to-n13,0.3346617818057829,0.3641424699884855,0.09782416975778432,0.01,0.22683761204799857,100000.0,102980.86676371822,21.334435317285322,41.44662011336975,0.028879803633695432,0.9190407859219639,1.0000000201557315,0.05000000100778662,0.9190407859219639,0.0,0.0,0.0,0.0,1.902700185776911e-07,13.2
1000.0,0.95,oven-2-c13-to-f17,1.6305916100992435,2.1439810899556964,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1178026.2363024103,9.468510803358615,193.81538938854425,0.3956094135137166,0.7605438395601419,0.0,0.0,0.0,0.9996932690949282,0.7605438395601419,0.0,0.0,5.371832190377143e-07,18.0
1000.0,0.95,oven-3-o17-to-o15,0.7571355606372844,0.9657201457331966,0.27810284048159684,0.2,0.27903272015568753,300000.0,476983.61102842714,12.798689830557679,136.20619718632295,0.17751624170404934,0.7840113556525735,0.0,0.0,0.0,0.0,0.0,1.0000000000001283,0.7840113556525735,1.265494721813137e-06,19.0
1000.0,0.98,oven-1-c12-to-n13,0.521574070492706,0.5387947149047088,0.09703861378497386,0.2,0.22453545670773212,100000.0,179479.37700561658,17.728084599845577,135.47251082202834,0.7549006982579957,0.9680385795635571,1.0000000439726884,0.020000000879453785,0.9680385795635571,0.0,0.0,0.0,0.0,2.577425126205619e-07,13.08
1000.0,0.98,oven-2-c13-to-f17,1.6305916100992435,2.1439810899556964,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1178026.2363024103,9.468510803358615,193.81538938854425,0.3956094135137166,0.7605438395601419,0.0,0.0,0.0,0.9996932690949282,0.7605438395601419,0.0,0.0,5.371832190377143e-07,18.0
1000.0,0.98,oven-3-o17-to-o15,0.7571355606372844,0.9657201457331966,0.27810284048159684,0.2,0.27903272015568753,300000.0,476983.61102842714,12.798689830557679,136.20619718632295,0.17751624170404934,0.7840113556525735,0.0,0.0,0.0,0.0,0.0,1.0000000000001283,0.7840113556525735,1.265494721813137e-06,19.0
1000.0,1.0,oven-1-c12-to-n13,0.5195156122802063,0.5529265952513296,0.09651493445233744,0.2,0.22300067782786887,100000.0,213973.51618503704,16.719116559584307,35.83335409177192,0.0315950178795171,0.9395742884171876,0.0,0.0,0.9395742884171876,0.0,0.0,0.0,0.0,-2.0003733453873297e-08,13.0
1000.0,1.0,oven-2-c13-to-f17,1.6305916100992435,2.1439810899556964,0.5222689957034143,0.2,0.9083226143958292,1000000.0,1178026.2363024103,9.468510803358615,193.81538938854425,0.3956094135137166,0.7605438395601419,0.0,0.0,0.0,0.9996932690949282,0.7605438395601419,0.0,0.0,5.371832190377143e-07,18.0
1000.0,1.0,oven-3-o17-to-o15,0.7571355606372844,0.9657201457331966,0.27810284048159684,0.2,0.27903272015568753,300000.0,476983.61102842714,12.798689830557679,136.20619718632295,0.17751624170404934,0.7840113556525735,0.0,0.0,0.0,0.0,0.0,1.0000000000001283,0.7840113556525735,1.265494721813137e-06,19.0
